step,count_grazer,count_parasite,count_phytoplankton,count_copepod,count_copepodInf,count_stickleback,count_sticklebackInf,n_copepod,seed
1298,0,0,5000,0,0,100,41,300,249
1299,0,0,5000,0,0,100,41,300,249
1300,0,0,5000,0,0,100,41,300,249
1301,0,0,5000,0,0,100,41,300,249
1302,0,0,5000,0,0,100,41,300,249
1303,0,0,5000,0,0,100,41,300,249
1304,0,0,5000,0,0,100,41,300,249
1305,0,0,5000,0,0,100,41,300,249
1306,0,0,5000,0,0,100,41,300,249
1307,0,0,5000,0,0,100,41,300,249
1308,0,0,5000,0,0,100,41,300,249
1309,0,0,5000,0,0,100,41,300,249
1310,0,0,5000,0,0,100,41,300,249
1311,0,0,5000,0,0,100,41,300,249
1312,0,0,5000,0,0,100,41,300,249
1313,0,0,5000,0,0,100,41,300,249
1314,0,0,5000,0,0,100,41,300,249
1315,0,0,5000,0,0,100,41,300,249
1316,0,0,5000,0,0,100,41,300,249
1317,0,0,5000,0,0,100,41,300,249
1318,0,0,5000,0,0,100,41,300,249
1319,0,0,5000,0,0,100,41,300,249
1320,0,0,5000,0,0,100,41,300,249
1321,0,0,5000,0,0,100,41,300,249
1322,0,0,5000,0,0,100,41,300,249
1323,0,0,5000,0,0,100,41,300,249
1324,0,0,5000,0,0,100,41,300,249
1325,0,0,5000,0,0,100,41,300,249
1326,0,0,5000,0,0,100,41,300,249
1327,0,0,5000,0,0,100,41,300,249
1328,0,0,5000,0,0,100,41,300,249
1329,0,0,5000,0,0,100,41,300,249
1330,0,0,5000,0,0,100,41,300,249
1331,0,0,5000,0,0,100,41,300,249
1332,0,0,5000,0,0,100,41,300,249
1333,0,0,5000,0,0,100,41,300,249
1334,0,0,5000,0,0,100,41,300,249
1335,0,0,5000,0,0,100,41,300,249
1336,0,0,5000,0,0,100,41,300,249
1337,0,0,5000,0,0,100,41,300,249
1338,0,0,5000,0,0,100,41,300,249
1339,0,0,5000,0,0,100,41,300,249
1340,0,0,5000,0,0,100,41,300,249
1341,0,0,5000,0,0,100,41,300,249
1342,0,0,5000,0,0,100,41,300,249
1343,0,0,5000,0,0,100,41,300,249
1344,0,0,5000,0,0,100,41,300,249
1345,0,0,5000,0,0,100,41,300,249
1346,0,0,5000,0,0,100,41,300,249
1347,0,0,5000,0,0,100,41,300,249
1348,0,0,5000,0,0,100,41,300,249
1349,0,0,5000,0,0,100,41,300,249
1350,0,0,5000,0,0,100,41,300,249
1351,0,0,5000,0,0,100,41,300,249
1352,0,0,5000,0,0,100,41,300,249
1353,0,0,5000,0,0,100,41,300,249
1354,0,0,5000,0,0,100,41,300,249
1355,0,0,5000,0,0,100,41,300,249
1356,0,0,5000,0,0,100,41,300,249
1357,0,0,5000,0,0,100,41,300,249
1358,0,0,5000,0,0,100,41,300,249
1359,0,0,5000,0,0,100,41,300,249
1360,0,0,5000,0,0,100,41,300,249
1361,0,0,5000,0,0,100,41,300,249
1362,0,0,5000,0,0,100,41,300,249
1363,0,0,5000,0,0,100,41,300,249
1364,0,0,5000,0,0,100,41,300,249
1365,0,0,5000,0,0,100,41,300,249
1366,0,0,5000,0,0,100,41,300,249
1367,0,0,5000,0,0,100,41,300,249
1368,0,0,5000,0,0,100,41,300,249
1369,0,0,5000,0,0,100,41,300,249
1370,0,0,5000,0,0,100,41,300,249
1371,0,0,5000,0,0,100,41,300,249
1372,0,0,5000,0,0,100,41,300,249
1373,0,0,5000,0,0,100,41,300,249
1374,0,0,5000,0,0,100,41,300,249
1375,0,0,5000,0,0,100,41,300,249
1376,0,0,5000,0,0,100,41,300,249
1377,0,0,5000,0,0,100,41,300,249
1378,0,0,5000,0,0,100,41,300,249
1379,0,0,5000,0,0,100,41,300,249
1380,0,0,5000,0,0,100,41,300,249
1381,0,0,5000,0,0,100,41,300,249
1382,0,0,5000,0,0,100,41,300,249
1383,0,0,5000,0,0,100,41,300,249
1384,0,0,5000,0,0,100,41,300,249
1385,0,0,5000,0,0,100,41,300,249
1386,0,0,5000,0,0,100,41,300,249
1387,0,0,5000,0,0,100,41,300,249
1388,0,0,5000,0,0,100,41,300,249
1389,0,0,5000,0,0,100,41,300,249
1390,0,0,5000,0,0,100,41,300,249
1391,0,0,5000,0,0,100,41,300,249
1392,0,0,5000,0,0,100,41,300,249
1393,0,0,5000,0,0,100,41,300,249
1394,0,0,5000,0,0,100,41,300,249
1395,0,0,5000,0,0,100,41,300,249
1396,0,0,5000,0,0,100,41,300,249
1397,0,0,5000,0,0,100,41,300,249
1398,0,0,5000,0,0,100,41,300,249
1399,0,0,5000,0,0,100,41,300,249
1400,0,0,5000,0,0,100,41,300,249
1401,0,0,5000,0,0,100,41,300,249
1402,0,0,5000,0,0,100,41,300,249
1403,0,0,5000,0,0,100,41,300,249
1404,0,0,5000,0,0,100,41,300,249
1405,0,0,5000,0,0,100,41,300,249
1406,0,0,5000,0,0,100,41,300,249
1407,0,0,5000,0,0,100,41,300,249
1408,0,0,5000,0,0,100,41,300,249
1409,0,0,5000,0,0,100,41,300,249
1410,0,0,5000,0,0,100,41,300,249
1411,0,0,5000,0,0,100,41,300,249
1412,0,0,5000,0,0,100,41,300,249
1413,0,0,5000,0,0,100,41,300,249
1414,0,0,5000,0,0,100,41,300,249
1415,0,0,5000,0,0,100,41,300,249
1416,0,0,5000,0,0,100,41,300,249
1417,0,0,5000,0,0,100,41,300,249
1418,0,0,5000,0,0,100,41,300,249
1419,0,0,5000,0,0,100,41,300,249
1420,0,0,5000,0,0,100,41,300,249
1421,0,0,5000,0,0,100,41,300,249
1422,0,0,5000,0,0,100,41,300,249
1423,0,0,5000,0,0,100,41,300,249
1424,0,0,5000,0,0,100,41,300,249
1425,0,0,5000,0,0,100,41,300,249
1426,0,0,5000,0,0,100,41,300,249
1427,0,0,5000,0,0,100,41,300,249
1428,0,0,5000,0,0,100,41,300,249
1429,0,0,5000,0,0,100,41,300,249
1430,0,0,5000,0,0,100,41,300,249
1431,0,0,5000,0,0,100,41,300,249
1432,0,0,5000,0,0,100,41,300,249
1433,0,0,5000,0,0,100,41,300,249
1434,0,0,5000,0,0,100,41,300,249
1435,0,0,5000,0,0,100,41,300,249
1436,0,0,5000,0,0,100,41,300,249
1437,0,0,5000,0,0,100,41,300,249
1438,0,0,5000,0,0,100,41,300,249
1439,0,0,5000,0,0,100,41,300,249
1440,0,0,5000,0,0,100,41,300,249
1441,0,0,5000,0,0,100,41,300,249
1442,0,0,5000,0,0,100,41,300,249
1443,0,0,5000,0,0,100,41,300,249
1444,0,0,5000,0,0,100,41,300,249
1445,0,0,5000,0,0,100,41,300,249
1446,0,0,5000,0,0,100,41,300,249
1447,0,0,5000,0,0,100,41,300,249
1448,0,0,5000,0,0,100,41,300,249
1449,0,0,5000,0,0,100,41,300,249
1450,0,0,5000,0,0,100,41,300,249
1451,0,0,5000,0,0,100,41,300,249
1452,0,0,5000,0,0,100,41,300,249
1453,0,0,5000,0,0,100,41,300,249
1454,0,0,5000,0,0,100,41,300,249
1455,0,0,5000,0,0,100,41,300,249
1456,0,0,5000,0,0,100,41,300,249
1457,0,0,5000,0,0,100,41,300,249
1458,0,0,5000,0,0,100,41,300,249
1459,0,0,5000,0,0,100,41,300,249
1460,0,0,5000,0,0,100,41,300,249
1461,0,0,5000,0,0,100,41,300,249
1462,0,0,5000,0,0,100,41,300,249
1463,0,0,5000,0,0,100,41,300,249
1464,0,0,5000,0,0,100,41,300,249
1465,0,0,5000,0,0,100,41,300,249
1466,0,0,5000,0,0,100,41,300,249
1467,0,0,5000,0,0,100,41,300,249
1468,0,0,5000,0,0,100,41,300,249
1469,0,0,5000,0,0,100,41,300,249
1470,0,0,5000,0,0,100,41,300,249
1471,0,0,5000,0,0,100,41,300,249
1472,0,0,5000,0,0,100,41,300,249
1473,0,0,5000,0,0,100,41,300,249
1474,0,0,5000,0,0,100,41,300,249
1475,0,0,5000,0,0,100,41,300,249
1476,0,0,5000,0,0,100,41,300,249
1477,0,0,5000,0,0,100,41,300,249
1478,0,0,5000,0,0,100,41,300,249
1479,0,0,5000,0,0,100,41,300,249
1480,0,0,5000,0,0,100,41,300,249
1481,0,0,5000,0,0,100,41,300,249
1482,0,0,5000,0,0,100,41,300,249
1483,0,0,5000,0,0,100,41,300,249
1484,0,0,5000,0,0,100,41,300,249
1485,0,0,5000,0,0,100,41,300,249
1486,0,0,5000,0,0,100,41,300,249
1487,0,0,5000,0,0,100,41,300,249
1488,0,0,5000,0,0,100,41,300,249
1489,0,0,5000,0,0,100,41,300,249
1490,0,0,5000,0,0,100,41,300,249
1491,0,0,5000,0,0,100,41,300,249
1492,0,0,5000,0,0,100,41,300,249
1493,0,0,5000,0,0,100,41,300,249
1494,0,0,5000,0,0,100,41,300,249
1495,0,0,5000,0,0,100,41,300,249
1496,0,0,5000,0,0,100,41,300,249
1497,0,0,5000,0,0,100,41,300,249
1498,0,0,5000,0,0,100,41,300,249
1499,0,0,5000,0,0,100,41,300,249
1500,0,0,5000,0,0,100,41,300,249
1501,0,0,5000,0,0,100,41,300,249
1502,0,0,5000,0,0,100,41,300,249
1503,0,0,5000,0,0,100,41,300,249
1504,0,0,5000,0,0,100,41,300,249
1505,0,0,5000,0,0,100,41,300,249
1506,0,0,5000,0,0,100,41,300,249
1507,0,0,5000,0,0,100,41,300,249
1508,0,0,5000,0,0,100,41,300,249
1509,0,0,5000,0,0,100,41,300,249
1510,0,0,5000,0,0,100,41,300,249
1511,0,0,5000,0,0,100,41,300,249
1512,0,0,5000,0,0,100,41,300,249
1513,0,0,5000,0,0,100,41,300,249
1514,0,0,5000,0,0,100,41,300,249
1515,0,0,5000,0,0,100,41,300,249
1516,0,0,5000,0,0,100,41,300,249
1517,0,0,5000,0,0,100,41,300,249
1518,0,0,5000,0,0,100,41,300,249
1519,0,0,5000,0,0,100,41,300,249
1520,0,0,5000,0,0,100,41,300,249
1521,0,0,5000,0,0,100,41,300,249
1522,0,0,5000,0,0,100,41,300,249
1523,0,0,5000,0,0,100,41,300,249
1524,0,0,5000,0,0,100,41,300,249
1525,0,0,5000,0,0,100,41,300,249
1526,0,0,5000,0,0,100,41,300,249
1527,0,0,5000,0,0,100,41,300,249
1528,0,0,5000,0,0,100,41,300,249
1529,0,0,5000,0,0,100,41,300,249
1530,0,0,5000,0,0,100,41,300,249
1531,0,0,5000,0,0,100,41,300,249
1532,0,0,5000,0,0,100,41,300,249
1533,0,0,5000,0,0,100,41,300,249
1534,0,0,5000,0,0,100,41,300,249
1535,0,0,5000,0,0,100,41,300,249
1536,0,0,5000,0,0,100,41,300,249
1537,0,0,5000,0,0,100,41,300,249
1538,0,0,5000,0,0,100,41,300,249
1539,0,0,5000,0,0,100,41,300,249
1540,0,0,5000,0,0,100,41,300,249
1541,0,0,5000,0,0,100,41,300,249
1542,0,0,5000,0,0,100,41,300,249
1543,0,0,5000,0,0,100,41,300,249
1544,0,0,5000,0,0,100,41,300,249
1545,0,0,5000,0,0,100,41,300,249
1546,0,0,5000,0,0,100,41,300,249
1547,0,0,5000,0,0,100,41,300,249
1548,0,0,5000,0,0,100,41,300,249
1549,0,0,5000,0,0,100,41,300,249
1550,0,0,5000,0,0,100,41,300,249
1551,0,0,5000,0,0,100,41,300,249
1552,0,0,5000,0,0,100,41,300,249
1553,0,0,5000,0,0,100,41,300,249
1554,0,0,5000,0,0,100,41,300,249
1555,0,0,5000,0,0,100,41,300,249
1556,0,0,5000,0,0,100,41,300,249
1557,0,0,5000,0,0,100,41,300,249
1558,0,0,5000,0,0,100,41,300,249
1559,0,0,5000,0,0,100,41,300,249
1560,0,0,5000,0,0,100,41,300,249
1561,0,0,5000,0,0,100,41,300,249
1562,0,0,5000,0,0,100,41,300,249
1563,0,0,5000,0,0,100,41,300,249
1564,0,0,5000,0,0,100,41,300,249
1565,0,0,5000,0,0,100,41,300,249
1566,0,0,5000,0,0,100,41,300,249
1567,0,0,5000,0,0,100,41,300,249
1568,0,0,5000,0,0,100,41,300,249
1569,0,0,5000,0,0,100,41,300,249
1570,0,0,5000,0,0,100,41,300,249
1571,0,0,5000,0,0,100,41,300,249
1572,0,0,5000,0,0,100,41,300,249
1573,0,0,5000,0,0,100,41,300,249
1574,0,0,5000,0,0,100,41,300,249
1575,0,0,5000,0,0,100,41,300,249
1576,0,0,5000,0,0,100,41,300,249
1577,0,0,5000,0,0,100,41,300,249
1578,0,0,5000,0,0,100,41,300,249
1579,0,0,5000,0,0,100,41,300,249
1580,0,0,5000,0,0,100,41,300,249
1581,0,0,5000,0,0,100,41,300,249
1582,0,0,5000,0,0,100,41,300,249
1583,0,0,5000,0,0,100,41,300,249
1584,0,0,5000,0,0,100,41,300,249
1585,0,0,5000,0,0,100,41,300,249
1586,0,0,5000,0,0,100,41,300,249
1587,0,0,5000,0,0,100,41,300,249
1588,0,0,5000,0,0,100,41,300,249
1589,0,0,5000,0,0,100,41,300,249
1590,0,0,5000,0,0,100,41,300,249
1591,0,0,5000,0,0,100,41,300,249
1592,0,0,5000,0,0,100,41,300,249
1593,0,0,5000,0,0,100,41,300,249
1594,0,0,5000,0,0,100,41,300,249
1595,0,0,5000,0,0,100,41,300,249
1596,0,0,5000,0,0,100,41,300,249
1597,0,0,5000,0,0,100,41,300,249
1598,0,0,5000,0,0,100,41,300,249
1599,0,0,5000,0,0,100,41,300,249
1600,0,0,5000,0,0,100,41,300,249
1601,0,0,5000,0,0,100,41,300,249
1602,0,0,5000,0,0,100,41,300,249
1603,0,0,5000,0,0,100,41,300,249
1604,0,0,5000,0,0,100,41,300,249
1605,0,0,5000,0,0,100,41,300,249
1606,0,0,5000,0,0,100,41,300,249
1607,0,0,5000,0,0,100,41,300,249
1608,0,0,5000,0,0,100,41,300,249
1609,0,0,5000,0,0,100,41,300,249
1610,0,0,5000,0,0,100,41,300,249
1611,0,0,5000,0,0,100,41,300,249
1612,0,0,5000,0,0,100,41,300,249
1613,0,0,5000,0,0,100,41,300,249
1614,0,0,5000,0,0,100,41,300,249
1615,0,0,5000,0,0,100,41,300,249
1616,0,0,5000,0,0,100,41,300,249
1617,0,0,5000,0,0,100,41,300,249
1618,0,0,5000,0,0,100,41,300,249
1619,0,0,5000,0,0,100,41,300,249
1620,0,0,5000,0,0,100,41,300,249
1621,0,0,5000,0,0,100,41,300,249
1622,0,0,5000,0,0,100,41,300,249
1623,0,0,5000,0,0,100,41,300,249
1624,0,0,5000,0,0,100,41,300,249
1625,0,0,5000,0,0,100,41,300,249
1626,0,0,5000,0,0,100,41,300,249
1627,0,0,5000,0,0,100,41,300,249
1628,0,0,5000,0,0,100,41,300,249
1629,0,0,5000,0,0,100,41,300,249
1630,0,0,5000,0,0,100,41,300,249
1631,0,0,5000,0,0,100,41,300,249
1632,0,0,5000,0,0,100,41,300,249
1633,0,0,5000,0,0,100,41,300,249
1634,0,0,5000,0,0,100,41,300,249
1635,0,0,5000,0,0,100,41,300,249
1636,0,0,5000,0,0,100,41,300,249
1637,0,0,5000,0,0,100,41,300,249
1638,0,0,5000,0,0,100,41,300,249
1639,0,0,5000,0,0,100,41,300,249
1640,0,0,5000,0,0,100,41,300,249
1641,0,0,5000,0,0,100,41,300,249
1642,0,0,5000,0,0,100,41,300,249
1643,0,0,5000,0,0,100,41,300,249
1644,0,0,5000,0,0,100,41,300,249
1645,0,0,5000,0,0,100,41,300,249
1646,0,0,5000,0,0,100,41,300,249
1647,0,0,5000,0,0,100,41,300,249
1648,0,0,5000,0,0,100,41,300,249
1649,0,0,5000,0,0,100,41,300,249
1650,0,0,5000,0,0,100,41,300,249
1651,0,0,5000,0,0,100,41,300,249
1652,0,0,5000,0,0,100,41,300,249
1653,0,0,5000,0,0,100,41,300,249
1654,0,0,5000,0,0,100,41,300,249
1655,0,0,5000,0,0,100,41,300,249
1656,0,0,5000,0,0,100,41,300,249
1657,0,0,5000,0,0,100,41,300,249
1658,0,0,5000,0,0,100,41,300,249
1659,0,0,5000,0,0,100,41,300,249
1660,0,0,5000,0,0,100,41,300,249
1661,0,0,5000,0,0,100,41,300,249
1662,0,0,5000,0,0,100,41,300,249
1663,0,0,5000,0,0,100,41,300,249
1664,0,0,5000,0,0,100,41,300,249
1665,0,0,5000,0,0,100,41,300,249
1666,0,0,5000,0,0,100,41,300,249
1667,0,0,5000,0,0,100,41,300,249
1668,0,0,5000,0,0,100,41,300,249
1669,0,0,5000,0,0,100,41,300,249
1670,0,0,5000,0,0,100,41,300,249
1671,0,0,5000,0,0,100,41,300,249
1672,0,0,5000,0,0,100,41,300,249
1673,0,0,5000,0,0,100,41,300,249
1674,0,0,5000,0,0,100,41,300,249
1675,0,0,5000,0,0,100,41,300,249
1676,0,0,5000,0,0,100,41,300,249
1677,0,0,5000,0,0,100,41,300,249
1678,0,0,5000,0,0,100,41,300,249
1679,0,0,5000,0,0,100,41,300,249
1680,0,0,5000,0,0,100,41,300,249
1681,0,0,5000,0,0,100,41,300,249
1682,0,0,5000,0,0,100,41,300,249
1683,0,0,5000,0,0,100,41,300,249
1684,0,0,5000,0,0,100,41,300,249
1685,0,0,5000,0,0,100,41,300,249
1686,0,0,5000,0,0,100,41,300,249
1687,0,0,5000,0,0,100,41,300,249
1688,0,0,5000,0,0,100,41,300,249
1689,0,0,5000,0,0,100,41,300,249
1690,0,0,5000,0,0,100,41,300,249
1691,0,0,5000,0,0,100,41,300,249
1692,0,0,5000,0,0,100,41,300,249
1693,0,0,5000,0,0,100,41,300,249
1694,0,0,5000,0,0,100,41,300,249
1695,0,0,5000,0,0,100,41,300,249
1696,0,0,5000,0,0,100,41,300,249
1697,0,0,5000,0,0,100,41,300,249
1698,0,0,5000,0,0,100,41,300,249
1699,0,0,5000,0,0,100,41,300,249
1700,0,0,5000,0,0,100,41,300,249
1701,0,0,5000,0,0,100,41,300,249
1702,0,0,5000,0,0,100,41,300,249
1703,0,0,5000,0,0,100,41,300,249
1704,0,0,5000,0,0,100,41,300,249
1705,0,0,5000,0,0,100,41,300,249
1706,0,0,5000,0,0,100,41,300,249
1707,0,0,5000,0,0,100,41,300,249
1708,0,0,5000,0,0,100,41,300,249
1709,0,0,5000,0,0,100,41,300,249
1710,0,0,5000,0,0,100,41,300,249
1711,0,0,5000,0,0,100,41,300,249
1712,0,0,5000,0,0,100,41,300,249
1713,0,0,5000,0,0,100,41,300,249
1714,0,0,5000,0,0,100,41,300,249
1715,0,0,5000,0,0,100,41,300,249
1716,0,0,5000,0,0,100,41,300,249
1717,0,0,5000,0,0,100,41,300,249
1718,0,0,5000,0,0,100,41,300,249
1719,0,0,5000,0,0,100,41,300,249
1720,0,0,5000,0,0,100,41,300,249
1721,0,0,5000,0,0,100,41,300,249
1722,0,0,5000,0,0,100,41,300,249
1723,0,0,5000,0,0,100,41,300,249
1724,0,0,5000,0,0,100,41,300,249
1725,0,0,5000,0,0,100,41,300,249
1726,0,0,5000,0,0,100,41,300,249
1727,0,0,5000,0,0,100,41,300,249
1728,0,0,5000,0,0,100,41,300,249
1729,0,0,5000,0,0,100,41,300,249
1730,0,0,5000,0,0,100,41,300,249
1731,0,0,5000,0,0,100,41,300,249
1732,0,0,5000,0,0,100,41,300,249
1733,0,0,5000,0,0,100,41,300,249
1734,0,0,5000,0,0,100,41,300,249
1735,0,0,5000,0,0,100,41,300,249
1736,0,0,5000,0,0,100,41,300,249
1737,0,0,5000,0,0,100,41,300,249
1738,0,0,5000,0,0,100,41,300,249
1739,0,0,5000,0,0,100,41,300,249
1740,0,0,5000,0,0,100,41,300,249
1741,0,0,5000,0,0,100,41,300,249
1742,0,0,5000,0,0,100,41,300,249
1743,0,0,5000,0,0,100,41,300,249
1744,0,0,5000,0,0,100,41,300,249
1745,0,0,5000,0,0,100,41,300,249
1746,0,0,5000,0,0,100,41,300,249
1747,0,0,5000,0,0,100,41,300,249
1748,0,0,5000,0,0,100,41,300,249
1749,0,0,5000,0,0,100,41,300,249
1750,0,0,5000,0,0,100,41,300,249
1751,0,0,5000,0,0,100,41,300,249
1752,0,0,5000,0,0,100,41,300,249
1753,0,0,5000,0,0,100,41,300,249
1754,0,0,5000,0,0,100,41,300,249
1755,0,0,5000,0,0,100,41,300,249
1756,0,0,5000,0,0,100,41,300,249
1757,0,0,5000,0,0,100,41,300,249
1758,0,0,5000,0,0,100,41,300,249
1759,0,0,5000,0,0,100,41,300,249
1760,0,0,5000,0,0,100,41,300,249
1761,0,0,5000,0,0,100,41,300,249
1762,0,0,5000,0,0,100,41,300,249
1763,0,0,5000,0,0,100,41,300,249
1764,0,0,5000,0,0,100,41,300,249
1765,0,0,5000,0,0,100,41,300,249
1766,0,0,5000,0,0,100,41,300,249
1767,0,0,5000,0,0,100,41,300,249
1768,0,0,5000,0,0,100,41,300,249
1769,0,0,5000,0,0,100,41,300,249
1770,0,0,5000,0,0,100,41,300,249
1771,0,0,5000,0,0,100,41,300,249
1772,0,0,5000,0,0,100,41,300,249
1773,0,0,5000,0,0,100,41,300,249
1774,0,0,5000,0,0,100,41,300,249
1775,0,0,5000,0,0,100,41,300,249
1776,0,0,5000,0,0,100,41,300,249
1777,0,0,5000,0,0,100,41,300,249
1778,0,0,5000,0,0,100,41,300,249
1779,0,0,5000,0,0,100,41,300,249
1780,0,0,5000,0,0,100,41,300,249
1781,0,0,5000,0,0,100,41,300,249
1782,0,0,5000,0,0,100,41,300,249
1783,0,0,5000,0,0,100,41,300,249
1784,0,0,5000,0,0,100,41,300,249
1785,0,0,5000,0,0,100,41,300,249
1786,0,0,5000,0,0,100,41,300,249
1787,0,0,5000,0,0,100,41,300,249
1788,0,0,5000,0,0,100,41,300,249
1789,0,0,5000,0,0,100,41,300,249
1790,0,0,5000,0,0,100,41,300,249
1791,0,0,5000,0,0,100,41,300,249
1792,0,0,5000,0,0,100,41,300,249
1793,0,0,5000,0,0,100,41,300,249
1794,0,0,5000,0,0,100,41,300,249
1795,0,0,5000,0,0,100,41,300,249
1796,0,0,5000,0,0,100,41,300,249
1797,0,0,5000,0,0,100,41,300,249
1798,0,0,5000,0,0,100,41,300,249
1799,0,0,5000,0,0,100,41,300,249
1800,0,0,5000,0,0,100,41,300,249
1801,0,0,5000,0,0,100,41,300,249
1802,0,0,5000,0,0,100,41,300,249
1803,0,0,5000,0,0,100,41,300,249
1804,0,0,5000,0,0,100,41,300,249
1805,0,0,5000,0,0,100,41,300,249
1806,0,0,5000,0,0,100,41,300,249
1807,0,0,5000,0,0,100,41,300,249
1808,0,0,5000,0,0,100,41,300,249
1809,0,0,5000,0,0,100,41,300,249
1810,0,0,5000,0,0,100,41,300,249
1811,0,0,5000,0,0,100,41,300,249
1812,0,0,5000,0,0,100,41,300,249
1813,0,0,5000,0,0,100,41,300,249
1814,0,0,5000,0,0,100,41,300,249
1815,0,0,5000,0,0,100,41,300,249
1816,0,0,5000,0,0,100,41,300,249
1817,0,0,5000,0,0,100,41,300,249
1818,0,0,5000,0,0,100,41,300,249
1819,0,0,5000,0,0,100,41,300,249
1820,0,0,5000,0,0,100,41,300,249
1821,0,0,5000,0,0,100,41,300,249
1822,0,0,5000,0,0,100,41,300,249
1823,0,0,5000,0,0,100,41,300,249
1824,0,0,5000,0,0,100,41,300,249
1825,0,0,5000,0,0,100,41,300,249
1826,0,0,5000,0,0,100,41,300,249
1827,0,0,5000,0,0,100,41,300,249
1828,0,0,5000,0,0,100,41,300,249
1829,0,0,5000,0,0,100,41,300,249
1830,0,0,5000,0,0,100,41,300,249
1831,0,0,5000,0,0,100,41,300,249
1832,0,0,5000,0,0,100,41,300,249
1833,0,0,5000,0,0,100,41,300,249
1834,0,0,5000,0,0,100,41,300,249
1835,0,0,5000,0,0,100,41,300,249
1836,0,0,5000,0,0,100,41,300,249
1837,0,0,5000,0,0,100,41,300,249
1838,0,0,5000,0,0,100,41,300,249
1839,0,0,5000,0,0,100,41,300,249
1840,0,0,5000,0,0,100,41,300,249
1841,0,0,5000,0,0,100,41,300,249
1842,0,0,5000,0,0,100,41,300,249
1843,0,0,5000,0,0,100,41,300,249
1844,0,0,5000,0,0,100,41,300,249
1845,0,0,5000,0,0,100,41,300,249
1846,0,0,5000,0,0,100,41,300,249
1847,0,0,5000,0,0,100,41,300,249
1848,0,0,5000,0,0,100,41,300,249
1849,0,0,5000,0,0,100,41,300,249
1850,0,0,5000,0,0,100,41,300,249
1851,0,0,5000,0,0,100,41,300,249
1852,0,0,5000,0,0,100,41,300,249
1853,0,0,5000,0,0,100,41,300,249
1854,0,0,5000,0,0,100,41,300,249
1855,0,0,5000,0,0,100,41,300,249
1856,0,0,5000,0,0,100,41,300,249
1857,0,0,5000,0,0,100,41,300,249
1858,0,0,5000,0,0,100,41,300,249
1859,0,0,5000,0,0,100,41,300,249
1860,0,0,5000,0,0,100,41,300,249
1861,0,0,5000,0,0,100,41,300,249
1862,0,0,5000,0,0,100,41,300,249
1863,0,0,5000,0,0,100,41,300,249
1864,0,0,5000,0,0,100,41,300,249
1865,0,0,5000,0,0,100,41,300,249
1866,0,0,5000,0,0,100,41,300,249
1867,0,0,5000,0,0,100,41,300,249
1868,0,0,5000,0,0,100,41,300,249
1869,0,0,5000,0,0,100,41,300,249
1870,0,0,5000,0,0,100,41,300,249
1871,0,0,5000,0,0,100,41,300,249
1872,0,0,5000,0,0,100,41,300,249
1873,0,0,5000,0,0,100,41,300,249
1874,0,0,5000,0,0,100,41,300,249
1875,0,0,5000,0,0,100,41,300,249
1876,0,0,5000,0,0,100,41,300,249
1877,0,0,5000,0,0,100,41,300,249
1878,0,0,5000,0,0,100,41,300,249
1879,0,0,5000,0,0,100,41,300,249
1880,0,0,5000,0,0,100,41,300,249
1881,0,0,5000,0,0,100,41,300,249
1882,0,0,5000,0,0,100,41,300,249
1883,0,0,5000,0,0,100,41,300,249
1884,0,0,5000,0,0,100,41,300,249
1885,0,0,5000,0,0,100,41,300,249
1886,0,0,5000,0,0,100,41,300,249
1887,0,0,5000,0,0,100,41,300,249
1888,0,0,5000,0,0,100,41,300,249
1889,0,0,5000,0,0,100,41,300,249
1890,0,0,5000,0,0,100,41,300,249
1891,0,0,5000,0,0,100,41,300,249
1892,0,0,5000,0,0,100,41,300,249
1893,0,0,5000,0,0,100,41,300,249
1894,0,0,5000,0,0,100,41,300,249
1895,0,0,5000,0,0,100,41,300,249
1896,0,0,5000,0,0,100,41,300,249
1897,0,0,5000,0,0,100,41,300,249
1898,0,0,5000,0,0,100,41,300,249
1899,0,0,5000,0,0,100,41,300,249
1900,0,0,5000,0,0,100,41,300,249
1901,0,0,5000,0,0,100,41,300,249
1902,0,0,5000,0,0,100,41,300,249
1903,0,0,5000,0,0,100,41,300,249
1904,0,0,5000,0,0,100,41,300,249
1905,0,0,5000,0,0,100,41,300,249
1906,0,0,5000,0,0,100,41,300,249
1907,0,0,5000,0,0,100,41,300,249
1908,0,0,5000,0,0,100,41,300,249
1909,0,0,5000,0,0,100,41,300,249
1910,0,0,5000,0,0,100,41,300,249
1911,0,0,5000,0,0,100,41,300,249
1912,0,0,5000,0,0,100,41,300,249
1913,0,0,5000,0,0,100,41,300,249
1914,0,0,5000,0,0,100,41,300,249
1915,0,0,5000,0,0,100,41,300,249
1916,0,0,5000,0,0,100,41,300,249
1917,0,0,5000,0,0,100,41,300,249
1918,0,0,5000,0,0,100,41,300,249
1919,0,0,5000,0,0,100,41,300,249
1920,0,0,5000,0,0,100,41,300,249
1921,0,0,5000,0,0,100,41,300,249
1922,0,0,5000,0,0,100,41,300,249
1923,0,0,5000,0,0,100,41,300,249
1924,0,0,5000,0,0,100,41,300,249
1925,0,0,5000,0,0,100,41,300,249
1926,0,0,5000,0,0,100,41,300,249
1927,0,0,5000,0,0,100,41,300,249
1928,0,0,5000,0,0,100,41,300,249
1929,0,0,5000,0,0,100,41,300,249
1930,0,0,5000,0,0,100,41,300,249
